,id,user,movie,rating
190,190,4,1031,5.0
191,191,4,1032,5.0
192,192,4,1033,5.0
193,193,4,1036,5.0
194,194,4,1073,5.0
195,195,4,1079,5.0
196,196,4,1089,5.0
197,197,4,1097,5.0
198,198,4,1125,5.0
199,199,4,1127,5.0
200,200,4,1136,5.0
201,201,4,1194,5.0
202,202,4,1196,5.0
203,203,4,1197,5.0
204,204,4,1198,5.0
205,205,4,1200,5.0
206,206,4,1206,5.0
207,207,4,1208,5.0
208,208,4,1210,5.0
209,209,4,1213,5.0
210,210,4,1214,5.0
211,211,4,1219,5.0
212,212,4,1220,5.0
213,213,4,1222,5.0
214,214,4,1225,5.0
215,215,4,1230,5.0
216,216,4,1240,5.0
217,217,4,1243,5.0
218,218,4,1257,5.0
219,219,4,1258,5.0
220,220,4,1259,4.0
221,221,4,1265,5.0
222,222,4,1270,5.0
223,223,4,1278,5.0
224,224,4,1282,5.0
225,225,4,1285,4.0
226,226,4,1288,5.0
227,227,4,1291,5.0
228,228,4,1298,4.0
229,229,4,1307,4.0
230,230,4,1332,4.0
231,231,4,1334,5.0
232,232,4,1344,5.0
233,233,4,1356,4.0
234,234,4,1371,4.0
235,235,4,1372,3.0
236,236,4,1374,4.0
237,237,4,1376,3.0
238,238,4,1377,3.0
239,239,4,1380,5.0
240,240,4,1387,5.0
241,241,4,1388,4.0
242,242,4,1396,5.0
243,243,4,1544,3.0
244,244,4,1580,5.0
245,245,4,1663,4.0
246,246,4,1674,5.0
247,247,4,1805,1.0
248,248,4,1858,5.0
249,249,4,1917,4.0
250,250,4,1918,2.0
251,251,4,1953,5.0
252,252,4,1954,5.0
253,253,4,1961,5.0
254,254,4,1967,3.0
255,255,4,1968,5.0
256,256,4,1994,5.0
257,257,4,2000,5.0
258,258,4,2002,3.0
259,259,4,2003,2.0
260,260,4,2005,5.0
261,261,4,2014,4.0
262,262,4,2018,5.0
263,263,4,2020,4.0
264,264,4,2021,4.0
265,265,4,2033,4.0
266,266,4,2034,4.0
267,267,4,2046,5.0
268,268,4,2054,3.0
269,269,4,2064,5.0
270,270,4,2078,5.0
271,271,4,2080,5.0
272,272,4,2081,4.0
273,273,4,2085,5.0
274,274,4,2086,5.0
275,275,4,2087,5.0
276,276,4,2091,5.0
277,277,4,2094,4.0
278,278,4,2096,5.0
279,279,4,2100,5.0
280,280,4,2102,5.0
281,281,4,2105,4.0
282,282,4,2109,5.0
283,283,4,2110,3.0
284,284,4,2114,5.0
285,285,4,2115,5.0
286,286,4,2124,4.0
287,287,4,2140,5.0
288,288,4,2141,4.0
289,289,4,2143,4.0
290,290,4,2144,5.0
291,291,4,2161,5.0
292,292,4,2174,5.0
293,293,4,2193,3.0
294,294,4,2194,5.0
295,295,4,2248,4.0
296,296,4,2263,3.0
297,297,4,2268,5.0
298,298,4,2289,5.0
299,299,4,2348,4.0
300,300,4,2371,4.0
301,301,4,2403,4.0
302,302,4,2406,5.0
303,303,4,2409,4.0
304,304,4,2454,5.0
305,305,4,2467,5.0
306,306,4,2551,4.0
307,307,4,2616,1.0
308,308,4,2628,5.0
309,309,4,2640,5.0
310,310,4,2659,3.0
311,311,4,2683,4.0
312,312,4,2699,4.0
313,313,4,2716,5.0
314,314,4,2723,5.0
315,315,4,2734,4.0
316,316,4,2770,1.0
317,317,4,2788,5.0
318,318,4,2791,5.0
319,319,4,2795,4.0
320,320,4,2797,5.0
321,321,4,2804,5.0
322,322,4,2822,3.0
323,323,4,2867,3.0
324,324,4,2872,5.0
325,325,4,2877,5.0
326,326,4,2902,2.0
327,327,4,2903,1.0
328,328,4,2916,4.0
329,329,4,2918,5.0
330,330,4,2968,5.0
331,331,4,2986,3.0
332,332,4,2987,5.0
333,333,4,2991,5.0
334,334,4,3016,3.0
335,335,4,3034,5.0
336,336,4,3039,4.0
337,337,4,3040,5.0
338,338,4,3060,5.0
339,339,4,3071,4.0
340,340,4,3101,4.0
341,341,4,3104,4.0
342,342,4,3108,5.0
343,343,4,3169,4.0
344,344,4,3208,2.0
345,345,4,3210,4.0
346,346,4,3251,5.0
347,347,4,3255,4.0
348,348,4,3263,3.0
349,349,4,3265,5.0
350,350,4,4006,2.0
351,351,5,3,4.0
352,352,5,39,4.0
353,353,5,104,4.0
354,354,5,141,4.0
355,355,5,150,4.0
356,356,5,231,3.5
357,357,5,277,4.5
358,358,5,344,3.5
359,359,5,356,4.0
360,360,5,364,4.0
361,361,5,367,4.0
362,362,5,377,4.0
363,363,5,440,4.0
364,364,5,500,4.5
365,365,5,586,4.0
366,366,5,588,3.5
367,367,5,595,4.0
368,368,5,597,5.0
369,369,5,788,3.5
370,370,5,858,2.5
371,371,5,903,3.5
372,372,5,919,4.0
373,373,5,1022,4.0
374,374,5,1035,5.0
375,375,5,1193,3.0
376,376,5,1221,2.5
377,377,5,1247,4.0
378,378,5,1307,4.0
379,379,5,1380,5.0
380,380,5,1393,3.5
381,381,5,1485,4.5
382,382,5,1544,3.5
383,383,5,1682,4.0
384,384,5,1721,4.0
385,385,5,1777,4.0
386,386,5,1784,4.5
387,387,5,1923,4.5
388,388,5,1961,4.0
389,389,5,1968,4.0
390,390,5,1997,3.5
391,391,5,2023,1.5
392,392,5,2081,5.0
393,393,5,2273,4.0
394,394,5,2294,4.0
395,395,5,2355,3.5
396,396,5,2424,4.0
397,397,5,2502,3.5
398,398,5,2683,4.0
399,399,5,2694,4.5
400,400,5,2706,4.0
401,401,5,2762,3.5
402,402,5,2770,3.5
403,403,5,2918,3.5
404,404,5,2997,3.5
405,405,5,3114,3.5
406,406,5,3176,3.5
407,407,5,3408,4.0
408,408,5,3753,3.5
409,409,5,3897,4.5
410,410,5,3948,3.5
411,411,5,4014,4.0
412,412,5,4018,4.0
413,413,5,4022,3.5
414,414,5,4025,4.5
415,415,5,4306,3.5
416,416,5,4308,3.5
417,417,5,4447,4.5
418,418,5,4718,3.5
419,419,5,4963,3.0
420,420,5,4995,4.5
421,421,5,5266,3.5
422,422,5,5299,4.5
423,423,5,5349,4.5
424,424,5,5464,4.0
425,425,5,5669,3.5
426,426,5,5679,4.5
427,427,5,5816,3.0
428,428,5,5995,4.0
429,429,5,6218,3.5
430,430,5,6373,4.0
431,431,5,6377,4.0
432,432,5,6502,4.0
433,433,5,6711,2.5
434,434,5,6942,4.0
435,435,5,8376,4.0
436,436,5,8464,4.0
437,437,5,8622,3.5
438,438,5,8636,4.5
439,439,5,8644,4.0
440,440,5,30707,4.5
441,441,5,30749,4.5
442,442,5,30793,3.5
443,443,5,33166,5.0
444,444,5,33679,4.0
445,445,5,34162,4.5
446,446,5,35836,4.0
447,447,5,40819,4.5
448,448,5,41566,4.0
449,449,5,41569,4.0
450,450,5,48385,4.5
451,451,6,111,4.0
452,452,6,158,2.0
453,453,6,173,2.0
454,454,6,293,5.0
455,455,6,596,4.0
456,456,6,903,4.0
457,457,6,1204,5.0
458,458,6,1250,4.5
459,459,6,1259,4.5
460,460,6,1276,4.5
461,461,6,1285,4.5
462,462,6,1358,2.0
463,463,6,1639,2.0
464,464,6,1687,2.0
465,465,6,1747,2.0
466,466,6,1876,0.5
467,467,6,1909,3.0
468,468,6,2001,3.0
469,469,6,2019,4.0
470,470,6,2072,4.0
471,471,6,2174,4.0
472,472,6,2502,3.5
473,473,6,2528,3.0
474,474,6,2529,4.0
475,475,6,2571,1.0
476,476,6,2657,2.0
477,477,6,2692,4.0
478,478,6,2723,3.0
479,479,6,2761,4.5
480,480,6,2890,3.0
481,481,6,3052,1.0
482,482,6,3114,4.0
483,483,6,3300,3.5
484,484,6,3751,1.5
485,485,6,4641,1.5
486,486,6,4975,1.5
487,487,6,5952,5.0
488,488,6,7090,3.0
489,489,6,7153,5.0
490,490,6,7361,4.0
491,491,6,8368,3.5
492,492,6,8636,4.0
493,493,6,8784,3.0
494,494,6,8874,4.5
495,495,7,1,3.0
496,496,7,10,3.0
497,497,7,21,3.0
498,498,7,31,3.0
499,499,7,34,4.0
500,500,7,40,4.0
501,501,7,104,3.0
502,502,7,110,5.0
503,503,7,112,4.0
504,504,7,141,4.0
505,505,7,151,4.0
506,506,7,198,2.0
507,507,7,207,3.0
508,508,7,260,5.0
509,509,7,272,3.0
510,510,7,316,2.0
511,511,7,318,5.0
512,512,7,329,3.0
513,513,7,333,3.0
514,514,7,345,3.0
515,515,7,355,3.0
516,516,7,356,3.0
517,517,7,357,3.0
518,518,7,364,3.0
519,519,7,367,3.0
520,520,7,377,3.0
521,521,7,380,4.0
522,522,7,480,4.0
523,523,7,500,3.0
524,524,7,534,4.0
525,525,7,539,3.0
526,526,7,541,4.0
527,527,7,551,4.0
528,528,7,588,4.0
529,529,7,589,3.0
530,530,7,590,4.0
531,531,7,592,3.0
532,532,7,594,4.0
533,533,7,595,3.0
534,534,7,610,3.0
535,535,7,671,4.0
536,536,7,708,3.0
537,537,7,720,5.0
538,538,7,724,2.0
539,539,7,736,1.0
540,540,7,737,1.0
541,541,7,745,5.0
542,542,7,780,3.0
543,543,7,786,2.0
544,544,7,924,4.0
545,545,7,1036,3.0
546,546,7,1073,3.0
547,547,7,1079,4.0
548,548,7,1080,4.0
549,549,7,1097,3.0
550,550,7,1125,3.0
551,551,7,1129,3.0
552,552,7,1136,4.0
553,553,7,1148,5.0
554,554,7,1196,5.0
555,555,7,1197,3.0
556,556,7,1198,5.0
557,557,7,1210,5.0
558,558,7,1220,4.0
559,559,7,1223,5.0
560,560,7,1225,5.0
561,561,7,1231,4.0
562,562,7,1240,4.0
563,563,7,1242,5.0
564,564,7,1270,3.0
565,565,7,1275,4.0
566,566,7,1278,3.0
567,567,7,1287,4.0
568,568,7,1288,4.0
569,569,7,1291,3.0
570,570,7,1298,3.0
571,571,7,1302,4.0
572,572,7,1307,3.0
573,573,7,1353,3.0
574,574,7,1371,3.0
575,575,7,1372,3.0
576,576,7,1373,2.0
577,577,7,1374,4.0
578,578,7,1375,3.0
579,579,7,1376,3.0
580,580,7,1394,3.0
581,581,7,1405,5.0
582,582,7,1408,1.0
583,583,8,32,5.0
584,584,8,45,2.5
585,585,8,47,5.0
586,586,8,50,5.0
587,587,8,110,4.0
588,588,8,260,3.5
589,589,8,282,2.0
590,590,8,296,4.0
591,591,8,318,5.0
592,592,8,356,4.0
593,593,8,457,4.5
594,594,8,520,3.5
595,595,8,524,2.0
596,596,8,527,5.0
597,597,8,543,5.0
598,598,8,589,4.0
599,599,8,593,4.5
600,600,8,628,4.0
601,601,8,805,3.5
602,602,8,858,5.0
603,603,8,1196,3.5
604,604,8,1197,4.0
605,605,8,1198,4.0
606,606,8,1210,4.0
607,607,8,1219,4.0
608,608,8,1225,4.0
609,609,8,1258,4.0
610,610,8,1259,4.0
611,611,8,1265,3.0
612,612,8,1270,4.0
613,613,8,1291,4.0
614,614,8,1302,3.5
615,615,8,1358,0.5
616,616,8,1387,4.0
617,617,8,1393,3.0
618,618,8,1500,4.0
619,619,8,1552,3.0
620,620,8,1617,3.5
621,621,8,1625,5.0
622,622,8,1674,4.0
623,623,8,1704,4.0
624,624,8,1754,3.0
625,625,8,1777,5.0
626,626,8,1876,3.5
627,627,8,1961,5.0
628,628,8,2028,4.0
629,629,8,2100,3.0
630,630,8,2139,3.0
631,631,8,2194,4.5
632,632,8,2302,4.5
633,633,8,2324,4.0
634,634,8,2329,5.0
635,635,8,2353,3.5
636,636,8,2423,3.5
637,637,8,2502,5.0
638,638,8,2571,5.0
639,639,8,2716,3.5
640,640,8,2762,4.5
641,641,8,2770,2.5
642,642,8,2791,4.5
643,643,8,2797,3.5
644,644,8,2804,3.5
645,645,8,2841,3.0
646,646,8,2858,4.5
647,647,8,2918,5.0
648,648,8,2959,4.0
649,649,8,3147,4.5
650,650,8,3578,5.0
651,651,8,3916,3.5
652,652,8,3948,4.0
653,653,8,3996,4.0
654,654,8,4011,4.5
655,655,8,4019,3.5
656,656,8,4034,4.5
657,657,8,4226,5.0
658,658,8,4262,4.0
659,659,8,4448,2.5
660,660,8,4886,3.5
661,661,8,4896,3.5
662,662,8,4963,4.5
663,663,8,4973,4.0
664,664,8,4993,3.5
665,665,8,4995,3.5
666,666,8,5064,5.0
667,667,8,5378,3.5
668,668,8,5445,4.5
669,669,8,5464,4.0
670,670,8,5630,4.0
671,671,8,5650,4.0
672,672,8,5669,3.0
673,673,8,5952,4.0
674,674,8,5989,3.5
675,675,8,6377,4.0
676,676,8,6378,3.0
677,677,8,6870,4.0
678,678,8,6874,5.0
679,679,8,6879,3.0
680,680,8,7143,3.5
681,681,8,7153,4.0
682,682,8,7361,4.0
683,683,8,7438,4.0
684,684,8,8533,2.5
685,685,8,8784,4.5
686,686,8,8873,4.0
687,687,8,8874,3.0
688,688,8,32587,3.5
689,689,8,33166,4.5
690,690,8,33493,4.5
691,691,8,33794,4.5
692,692,8,34162,3.5
693,693,8,40583,3.5
694,694,8,40819,3.5
695,695,8,42007,2.0
696,696,8,43556,3.5
697,697,8,43871,3.0
698,698,8,44004,3.0
699,699,9,1,4.0
700,700,9,17,4.0
701,701,9,26,3.0
702,702,9,36,5.0
703,703,9,47,3.0
704,704,9,318,4.0
705,705,9,497,4.0
706,706,9,515,4.0
707,707,9,527,5.0
708,708,9,534,5.0
709,709,9,593,4.0
710,710,9,608,5.0
711,711,9,733,2.0
712,712,9,1059,5.0
713,713,9,1177,3.0
714,714,9,1357,4.0
715,715,9,1358,4.0
716,716,9,1411,3.0
717,717,9,1541,2.0
718,718,9,1584,4.0
719,719,9,1680,4.0
720,720,9,1682,5.0
721,721,9,1704,4.0
722,722,9,1721,3.0
723,723,9,1784,5.0
724,724,9,2028,4.0
725,725,9,2125,4.0
726,726,9,2140,4.0
727,727,9,2249,4.0
728,728,9,2268,3.0
729,729,9,2273,3.0
730,730,9,2278,4.0
731,731,9,2291,4.0
732,732,9,2294,2.0
733,733,9,2302,4.0
734,734,9,2391,4.0
735,735,9,2396,4.0
736,736,9,2427,2.0
737,737,9,2490,3.0
738,738,9,2501,4.0
739,739,9,2539,2.0
740,740,9,2571,5.0
741,741,9,2628,3.0
742,742,9,2762,4.0
743,743,9,2857,4.0
744,744,10,50,5.0
745,745,10,152,4.0
746,746,10,318,4.0
747,747,10,344,3.0
748,748,10,345,4.0
749,749,10,592,3.0
750,750,10,735,4.0
751,751,10,1036,3.0
752,752,10,1089,3.0
753,753,10,1101,2.0
754,754,10,1127,4.0
755,755,10,1196,4.0
756,756,10,1197,4.0
757,757,10,1198,4.0
758,758,10,1200,4.0
759,759,10,1210,4.0
760,760,10,1220,3.0
761,761,10,1240,4.0
762,762,10,1291,4.0
763,763,10,1358,5.0
764,764,10,1423,4.0
765,765,10,1459,3.0
766,766,10,1499,3.0
767,767,10,1611,5.0
768,768,10,1690,3.0
769,769,10,1704,4.0
770,770,10,1719,5.0
771,771,10,1887,2.0
772,772,10,1923,5.0
773,773,10,2108,3.0
774,774,10,2344,5.0
775,775,10,2406,4.0
776,776,10,2410,2.0
777,777,10,2539,4.0
778,778,10,2571,5.0
779,779,10,2826,5.0
780,780,10,2827,3.0
781,781,10,2840,3.0
782,782,10,2841,4.0
783,783,10,2881,3.0
784,784,10,2890,4.0
785,785,10,2907,2.0
786,786,10,2926,5.0
787,787,10,2995,2.0
788,788,10,3005,3.0
789,789,10,3019,4.0
790,790,11,50,5.0
791,791,11,70,1.0
792,792,11,126,4.0
793,793,11,169,3.0
794,794,11,296,5.0
795,795,11,778,4.5
796,796,11,785,3.5
797,797,11,923,5.0
798,798,11,1027,4.5
799,799,11,1201,5.0
800,800,11,1408,5.0
801,801,11,1918,3.0
802,802,11,2042,3.5
803,803,11,2596,4.5
804,804,11,2762,3.0
805,805,11,3424,3.0
806,806,11,5669,3.0
807,807,11,6598,5.0
808,808,11,26614,5.0
809,809,11,48516,5.0
810,810,11,51084,4.0
811,811,11,58295,4.5
812,812,11,71211,3.5
813,813,11,77455,4.5
814,814,11,79132,4.0
815,815,11,80489,4.5
816,816,11,80906,3.0
817,817,11,81158,4.0
818,818,11,81562,3.5
819,819,11,88129,4.0
820,820,11,91500,4.5
821,821,11,91529,4.5
822,822,11,91548,4.0
823,823,11,96079,4.0
824,824,11,96861,4.0
825,825,11,97938,4.0
826,826,11,104841,5.0
827,827,11,106487,5.0
828,828,12,253,3.0
829,829,12,529,1.0
830,830,12,538,3.0
831,831,12,608,2.0
832,832,12,673,1.0
833,833,12,736,4.0
834,834,12,737,3.0
835,835,12,1028,1.0
836,836,12,1032,2.0
837,837,12,1077,3.0
838,838,12,1197,1.0
839,839,12,1215,5.0
840,840,12,1220,5.0
841,841,12,1230,2.0
842,842,12,1235,5.0
843,843,12,1295,1.0
844,844,12,1374,1.0
845,845,12,1387,4.0
846,846,12,1639,2.0
847,847,12,1732,3.0
848,848,12,2259,2.0
849,849,12,2355,2.0
850,850,12,2460,4.0
851,851,12,2529,1.0
852,852,12,2668,2.0
853,853,12,2959,4.0
854,854,12,3146,2.0
855,855,12,3148,1.0
856,856,12,3176,3.0
857,857,12,3179,2.0
858,858,12,3298,4.0
859,859,12,3324,1.0
860,860,12,3408,4.0
861,861,12,3474,4.0
862,862,12,3770,3.0
863,863,12,3773,2.0
864,864,12,3780,2.0
865,865,12,3791,1.0
866,866,12,3793,5.0
867,867,12,3794,3.0
868,868,12,3798,4.0
869,869,12,3799,1.0
870,870,12,3801,3.0
871,871,12,3809,3.0
872,872,12,3825,5.0
873,873,12,3827,2.0
874,874,12,3829,2.0
875,875,12,3831,4.0
876,876,12,3841,2.0
877,877,12,3844,1.0
878,878,12,3861,3.0
879,879,12,3863,5.0
880,880,12,3864,3.0
881,881,12,3865,5.0
882,882,12,3869,2.0
883,883,12,3871,2.0
884,884,12,3873,3.0
885,885,12,3879,5.0
886,886,12,3885,3.0
887,887,12,3886,2.0
888,888,12,6184,4.0
889,889,13,1,5.0
890,890,13,47,2.5
891,891,13,110,4.0
892,892,13,277,4.0
893,893,13,296,3.5
894,894,13,318,4.5
895,895,13,356,5.0
896,896,13,362,4.5
897,897,13,480,3.0
898,898,13,524,3.5
899,899,13,527,4.0
900,900,13,531,4.0
901,901,13,587,3.0
902,902,13,590,4.0
903,903,13,914,4.0
904,904,13,919,3.5
905,905,13,1027,3.0
906,906,13,1259,4.0
907,907,13,1265,2.5
908,908,13,1918,3.0
909,909,13,1961,4.0
910,910,13,2355,4.0
911,911,13,2571,3.0
912,912,13,2572,3.5
913,913,13,2761,4.0
914,914,13,2762,3.0
915,915,13,2804,3.0
916,916,13,2908,3.0
917,917,13,2918,3.0
918,918,13,3114,3.0
919,919,13,3147,4.0
920,920,13,3255,3.5
921,921,13,3396,3.5
922,922,13,3624,3.0
923,923,13,4306,4.0
924,924,13,4310,4.5
925,925,13,4321,2.5
926,926,13,4718,3.5
927,927,13,4878,4.5
928,928,13,4886,3.5
929,929,13,4993,4.5
930,930,13,5989,4.0
931,931,13,6377,4.5
932,932,13,7361,4.0
933,933,13,7502,4.5
934,934,13,54286,3.5
935,935,13,58559,4.5
936,936,13,64614,4.5
937,937,13,69757,4.0
938,938,13,78499,4.0
939,939,13,81834,4.5
940,940,13,88125,4.5
941,941,13,93363,3.0
942,942,14,594,1.0
943,943,14,1196,4.0
944,944,14,1721,3.0
945,945,14,2038,3.0
946,946,14,2355,2.0
947,947,14,2394,3.0
948,948,14,2628,3.0
949,949,14,2683,2.0
950,950,14,2716,3.0
951,951,14,2720,2.0
952,952,14,2724,3.0
953,953,14,2861,2.0
954,954,14,3114,4.0
955,955,14,3157,2.0
956,956,14,3175,5.0
957,957,14,3354,3.0
958,958,14,3623,3.0
959,959,14,3751,4.0
960,960,14,3986,3.0
961,961,14,3988,4.0
962,962,15,1,2.0
963,963,15,2,2.0
964,964,15,5,4.5
965,965,15,6,4.0
966,966,15,10,3.0
967,967,15,11,2.5
968,968,15,14,2.5
969,969,15,16,3.5
970,970,15,17,3.0
971,971,15,19,1.0
972,972,15,21,4.5
973,973,15,22,2.5
974,974,15,25,3.0
975,975,15,32,4.0
976,976,15,34,3.0
977,977,15,36,1.0
978,978,15,39,2.5
979,979,15,44,3.0
980,980,15,47,5.0
981,981,15,50,5.0
982,982,15,52,2.5
983,983,15,62,2.0
984,984,15,70,0.5
985,985,15,82,5.0
986,986,15,94,3.0
987,987,15,95,1.5
988,988,15,101,4.0
989,989,15,104,1.0
990,990,15,107,2.0
991,991,15,110,3.0
992,992,15,111,5.0
993,993,15,112,2.5
994,994,15,123,4.0
995,995,15,125,3.5
996,996,15,145,3.5
997,997,15,149,5.0
998,998,15,150,3.0
999,999,15,153,1.0
1000,1000,15,157,2.0
1001,1001,15,160,0.5
1002,1002,15,161,3.0
1003,1003,15,162,4.0
1004,1004,15,163,2.0
1005,1005,15,164,4.0
1006,1006,15,165,3.0
1007,1007,15,170,2.5
1008,1008,15,172,1.0
1009,1009,15,175,4.0
1010,1010,15,176,4.0
1011,1011,15,180,3.0
1012,1012,15,185,2.0
1013,1013,15,193,1.0
1014,1014,15,196,2.0
1015,1015,15,198,1.5
1016,1016,15,208,1.5
1017,1017,15,214,2.0
1018,1018,15,215,4.5
1019,1019,15,216,1.0
1020,1020,15,223,4.0
1021,1021,15,225,1.0
1022,1022,15,230,1.0
1023,1023,15,231,3.5
1024,1024,15,232,4.0
1025,1025,15,233,4.0
1026,1026,15,235,4.0
1027,1027,15,237,3.5
1028,1028,15,246,5.0
1029,1029,15,247,2.0
1030,1030,15,252,2.0
1031,1031,15,253,2.0
1032,1032,15,260,5.0
1033,1033,15,265,1.0
1034,1034,15,288,2.0
1035,1035,15,292,1.0
1036,1036,15,293,5.0
1037,1037,15,296,5.0
1038,1038,15,300,4.0
1039,1039,15,306,5.0
1040,1040,15,307,4.0
1041,1041,15,308,4.0
1042,1042,15,316,3.0
1043,1043,15,317,1.0
1044,1044,15,318,2.0
1045,1045,15,322,2.5
1046,1046,15,329,1.5
1047,1047,15,335,2.0
1048,1048,15,339,2.5
1049,1049,15,342,3.0
1050,1050,15,344,2.0
1051,1051,15,349,3.0
1052,1052,15,353,3.0
1053,1053,15,355,0.5
1054,1054,15,356,1.0
1055,1055,15,357,3.5
1056,1056,15,364,4.0
1057,1057,15,367,2.0
1058,1058,15,370,3.5
1059,1059,15,371,2.0
1060,1060,15,372,3.0
1061,1061,15,373,3.5
1062,1062,15,377,4.0
1063,1063,15,380,4.0
1064,1064,15,382,3.5
1065,1065,15,429,1.0
1066,1066,15,431,4.0
1067,1067,15,434,3.0
1068,1068,15,435,1.0
1069,1069,15,440,2.5
1070,1070,15,441,4.0
1071,1071,15,442,1.0
1072,1072,15,454,3.0
1073,1073,15,457,5.0
1074,1074,15,466,2.5
1075,1075,15,471,3.0
1076,1076,15,474,3.0
1077,1077,15,480,3.0
1078,1078,15,481,3.0
1079,1079,15,483,1.0
1080,1080,15,485,0.5
1081,1081,15,494,4.0
1082,1082,15,500,3.0
1083,1083,15,508,1.5
1084,1084,15,509,2.0
1085,1085,15,520,3.5
1086,1086,15,524,2.5
1087,1087,15,527,4.0
1088,1088,15,535,3.0
1089,1089,15,539,2.0
1090,1090,15,540,1.5
1091,1091,15,541,5.0
